,imm,imm1,imm2,imm_gen,ethnicity,gender,agr1,con1,ext1,ope1,sta1,agr2,con2,ext2,ope2,sta2,agr3,con3,ext3,ope3,sta3
38,0,0,0,3,1,1,0.352564745,0.408234246,-0.446623738,0.254240042,-1.451864502,0.637376572,1.141112266,0.829334063,1.206718768,-1.177500743,0.597452911,0.608463243,0.521744125,0.481867049,-2.389335804
39,0,0,0,3,1,1,1.042689,0.836528989,0.238994981,0.421743216,0.069879257,0.738644121,0.897900263,0.528456102,0.518175403,0.14015045,1.032284298,1.107133732,0.800902521,0.687933498,0.157382134
40,0,0,0,3,1,1,-1.276041805,-0.470169681,-0.134645868,-0.059738614,-0.439589523,0.413573322,0.338868057,-1.322506717,0.690870804,-0.215838258,-0.096738051,-0.844708144,-1.868972636,-0.152413774,-0.554562987
41,0,0,0,3,1,1,-0.364818742,-0.825545991,0.513209045,0.639972733,0.204816357,-0.525597639,-0.885190061,0.003246531,0.553224384,-0.78176239,0.54332383,-0.228657155,-0.020697179,1.221220722,-0.828030215
42,0,0,0,3,1,1,-0.6004901,-0.753527518,-0.899931348,-0.424842221,-1.141143739,-0.370609454,-0.379816526,-0.153111095,0.145917931,-0.129614575,-0.200219078,-0.211579266,-0.163156402,0.100410925,-0.043581157
43,0,0,0,3,1,1,0.321011839,0.431428015,-0.041155754,0.703078678,0.183402149,1.060158937,0.948595828,0.023291637,1.145607015,0.197275728,-0.003433659,-0.024651539,-1.012643004,0.275993936,-0.732671127
44,0,0,0,3,1,1,0.00196955,-0.370860182,-0.007142083,0.838379958,-0.028917234,0.024697735,0.205615991,0.046564451,1.035414984,-0.656592845,0.392801145,-0.053609413,-0.927933872,0.992639005,-1.319052357
45,0,0,0,3,1,1,0.574741328,0.525793934,0.283624415,1.046058842,0.729897726,0.500113858,1.195817733,0.733770952,1.468538334,0.482401156,0.235520798,1.240671304,0.818234919,1.462331968,-0.014886313
46,0,0,0,3,1,1,0.275873074,0.187303839,-0.054667426,0.54764649,-0.175926707,0.117783018,-0.186246436,0.344999031,0.467350782,0.025755679,-0.363892885,-0.138446301,0.556775862,0.218548476,0.180045279
47,0,0,0,3,1,1,-0.338805739,-0.729130599,0.234576992,1.366984786,1.160567324,-1.330675981,-0.584870552,-0.186932826,0.639747026,0.716332613,-1.154042163,-1.294968657,-2.29372305,0.673911591,0.58494621
48,0,0,0,3,1,1,-0.662349169,-1.12233093,0.355563092,-1.171016697,0.356519665,-2.130396358,-0.810634353,-0.695478216,-1.061621301,-0.60448139,-0.395587695,0.8116684,0.575721106,0.361751956,-1.616645139
49,0,0,0,3,1,1,0.06611672,-0.486996228,-0.572330283,-0.507424535,0.224652284,-0.817339587,-1.082351585,-1.324382416,-1.051597947,-0.685007205,-0.444346282,-0.271558694,-0.237516329,-0.369451869,-0.661672978
50,0,0,0,3,1,1,0.289015237,0.962035702,0.559404016,0.392686975,0.515610599,-0.444713861,0.023578454,0.215245484,-0.087307653,0.407027236,-0.243806449,0.149589483,0.572581775,0.014058718,0.330168724
51,0,0,0,3,1,1,-0.069092379,-0.734802981,-0.42256868,-0.622958266,-0.912109501,1.142269815,1.166932102,0.799772334,1.054998156,-0.544904029,0.923216913,1.019877428,0.23338076,0.788722776,-1.251768741
52,0,0,0,3,1,1,-0.131866211,0.490525666,0.982946559,0.45182272,1.140369381,-0.606837125,-1.304721047,0.465275951,-0.524020454,0.406644678,-1.664335638,-1.291073901,-0.253878706,-0.935195471,-0.023180308
53,0,0,0,3,1,1,0.571658324,0.458727092,0.126119011,0.718414998,0.039927689,0.955136056,0.951085957,0.513889801,1.119307307,-0.421242817,0.252455221,0.660589822,-0.837421363,0.583598628,-0.800573998
54,0,0,0,3,1,1,1.496415538,1.611408374,0.999868826,1.808921764,1.162254884,1.404186651,1.518248795,1.138501633,1.623815746,1.209444301,1.043882501,0.979333958,0.877087037,1.398420065,1.01200032
55,0,0,0,3,1,1,-0.259118989,0.318991811,0.812368159,0.351077252,1.063815935,0.597004239,0.233382083,0.34702041,0.633838375,1.004257219,0.394255706,-0.183172104,0.611105404,0.634487009,0.581042968
56,0,0,0,3,1,1,1.046037624,0.705825499,-0.125527533,0.573227479,0.230207944,0.928033484,0.538653623,-0.044767252,0.377703065,-0.064681825,1.036637619,0.33237577,-0.937277015,0.361995576,-0.485536973
57,0,0,0,3,1,1,-0.018728299,0.521549136,-0.327750022,-0.360004114,-0.528691891,-0.010224507,-0.297639771,-1.290690585,-0.596591557,-0.540973939,-0.221219133,0.383614516,-0.544452423,-0.697964938,-0.471507456
58,0,0,0,3,1,1,-1.864720019,-1.995883919,-0.988786835,-1.664862747,-1.658485564,-0.941727566,-0.96670394,-0.685149605,-0.458721711,-1.947308316,-0.290219456,-0.732327659,-1.339650869,-0.434236194,-2.511281893
59,0,0,0,3,1,1,-0.224250844,0.716426942,0.186571338,0.551189847,0.375044041,0.191120073,0.656927216,-1.183120778,0.814560895,0.349919048,-0.660462572,1.078820897,-0.828784182,0.491168621,0.203070502
60,0,0,0,3,1,1,0.737817877,0.014544329,-0.710297563,0.082185134,-1.420554285,1.132476386,1.084742946,0.852710702,1.205870642,0.203645799,0.259683538,0.430309997,0.607691735,0.326626348,-0.655129503
61,0,0,0,3,1,1,-0.679064478,-0.256186,0.252621417,0.147545556,-0.180360151,-0.701182423,-0.133843634,0.719870383,0.610014588,0.102328945,-0.507372334,-0.163477394,0.747011428,0.563221887,-0.046532839
62,0,0,0,3,1,1,0.032184302,-0.463423352,-0.015771831,-0.123783024,-0.270254742,-0.285888134,-1.427903971,-1.827979446,-0.737511846,-1.276699614,0.126077584,0.354962189,0.328390032,0.085944539,-0.256535081
63,0,0,0,3,1,1,0.079265687,-0.244860224,-0.340015346,0.083683189,-0.360773011,0.016090316,-0.088046925,-0.596938788,0.06829162,-0.923914885,0.212855013,-0.233239455,-1.375584459,-0.034301415,-1.285577274
64,0,0,0,3,1,1,-0.681433289,-0.755985339,0.412000921,0.0479762,-0.238285948,-0.967492273,-1.13817321,0.65583522,-0.092682012,-0.754925015,-1.233811811,-1.254381571,0.431896308,-0.384483329,-1.054094976
65,0,0,0,3,1,1,-0.071108646,-0.086947806,0.715433056,0.962777976,0.093178902,-0.142304384,-0.326466242,0.313022828,0.779837199,-0.908529816,-0.287383457,0.203206236,0.522373814,0.768130628,0.083128178
66,0,0,0,3,1,1,-1.119237729,-0.167229319,0.125184494,0.458015141,0.193239423,-0.370418049,0.584305182,-0.540214127,1.070126786,-1.035892318,-0.01852045,-0.275073278,-2.622030135,0.641489924,-2.128417305
67,0,0,0,3,1,1,0.606855837,0.195551794,-0.581222509,0.401373455,-0.418092542,0.638720691,0.62949309,-1.049358302,0.510539658,-1.122458669,1.090044458,0.808175754,-2.0039524,0.587959659,-1.184232661
68,0,0,0,3,1,1,-0.345043103,-1.729946065,0.766002578,-0.204663284,-0.259148027,0.123656902,-1.559872304,-0.48954967,-0.039511322,-1.748307176,-1.065840982,-0.419315265,-1.281132859,-0.242204705,-1.206405441
69,0,0,0,3,1,1,0.443761111,0.650607725,0.431560723,0.523769448,0.689837948,0.842400955,0.59441027,0.871379091,0.761047027,0.950958331,0.219346972,0.203004794,0.379313294,0.460621561,0.3118624
70,0,0,0,3,1,1,-0.00676391,0.651914051,-0.106353144,0.536829415,0.526472308,-1.137947693,-0.069000985,0.286217085,0.053372939,0.264910539,-1.209280266,-0.672120704,0.358005711,-0.223206248,-1.055135219
71,0,0,0,3,1,1,0.849929263,0.60566291,0.814119768,1.079408002,0.400583417,-0.06545311,0.285368438,0.880144747,0.654943103,0.104111743,-0.086770031,0.091571621,0.650732938,0.536284478,-0.057220282
72,0,0,0,3,1,1,-0.044317788,-0.306572864,0.900649947,0.559108726,0.946368993,-1.318836927,-0.945983054,0.532328588,-0.246493262,-0.110356756,-1.531938767,-1.696311857,-0.865208578,-0.491516378,-1.113905948
73,0,0,0,3,1,1,0.182445577,0.130817173,0.595460872,1.02174382,0.317006826,-1.231987046,-0.602547212,-0.490304737,0.054779242,-0.559806368,-0.590202931,-0.663019223,-1.117117291,0.141817701,-0.781577223
74,0,0,0,3,1,1,-0.198649343,-0.140204445,0.185708173,0.343939395,-0.336504112,0.650346874,0.465874465,0.705333498,1.036925372,-0.431627009,-1.027222119,-0.582512362,-0.985960586,-0.343444841,-1.632808763
75,0,0,0,3,1,1,0.136164008,0.205854638,-1.880241694,0.584143583,-0.506048623,-0.156666047,-0.263288108,0.362146041,0.474539552,0.045093023,0.062542726,-0.045651823,0.606987837,0.62929148,-0.003104149
76,0,0,0,3,1,1,0.717720185,0.364796908,0.597379647,0.788761629,0.760782518,0.280674528,-0.065517669,-0.333893533,0.33731414,0.552332986,0.169984707,0.601213002,0.476153814,0.722728635,0.967880158
77,0,0,0,3,1,1,0.462915365,0.583948385,0.243566652,0.820338198,0.398165602,0.176133201,0.47792673,0.38350764,0.782592471,-0.157696338,0.603001299,0.571295488,0.058043502,0.951030285,-0.342703228
78,0,0,0,3,1,1,0.420325399,0.392104994,0.557026852,0.556590813,0.566351883,0.809623713,0.516882724,0.825394504,0.861501037,0.404819684,0.052892709,0.396825462,0.461811344,0.558650792,0.011174909
79,0,0,0,3,1,1,0.282611978,0.351066723,0.143379076,-0.459901462,0.196316412,0.03244985,0.454427133,0.139618049,-0.293397192,0.596831289,-0.010402374,0.384867927,0.207548474,-0.302275212,0.024792134
80,0,0,0,3,1,1,0.149967312,0.249848344,-0.129879088,0.306603461,0.097071679,0.898956586,0.812142255,0.568106765,1.073149105,0.701479992,0.663533425,0.778893342,0.748379481,0.98132294,0.11959378
81,0,0,0,3,1,1,-1.349485191,-1.42723713,-0.889339384,-1.323655778,-1.285785342,-1.160400724,-0.229825689,0.609247065,-0.078214577,0.078714022,-0.022128066,-0.044291243,0.419111836,0.325913872,-0.506978183
82,0,0,0,3,1,1,1.501651994,1.833316566,1.112713531,1.719792225,1.250220221,1.614084259,1.798700114,1.086373296,1.89964981,1.042194385,0.937321336,1.516371205,0.900482477,1.54383643,-0.130376012
83,0,0,0,3,1,1,-1.36134208,-1.184149798,-1.512122014,-1.499636464,-1.06376428,0.679464045,0.375737409,0.444348169,0.387463755,0.450543416,0.629510132,-0.045965446,0.565151441,0.250093585,-0.031444614
84,0,0,0,3,1,1,0.222196401,0.148708322,0.858472376,0.918877406,-0.320303728,0.795723713,0.100620742,0.743703357,1.095175579,-1.424827663,0.41663765,0.195194747,0.265728704,0.638056957,-1.461080955
85,0,0,0,3,1,1,0.151385769,-0.356846849,0.230851401,-0.016097566,-0.066361724,0.046606154,-1.174281632,-0.474830773,-0.425308591,-0.712996168,0.299069438,-0.198528969,0.17359158,0.038531057,-0.214534803
86,0,0,0,3,1,1,-0.296568753,-0.331292261,-0.323984983,0.161105731,-0.443593237,-0.32856858,-0.065528078,-0.764511245,0.345934462,-1.261444163,-0.46120799,-0.048362416,-1.69311765,0.028101812,-2.00260893
87,0,0,0,3,1,1,-0.986942997,-0.174777394,0.531129125,-0.352741397,0.056665063,-1.505230511,-0.981264126,-0.17686896,-0.383908416,-0.247403988,-1.716692909,-0.583932505,-0.139423027,-0.505247542,-0.730209567
88,0,0,0,3,1,1,-0.784680556,-2.277288192,-0.537925277,-1.326347151,-1.790153878,-0.799541194,-1.151676182,-0.313687908,-0.759123499,-1.650176758,-0.275033273,-1.278962633,-0.089531028,-0.788085642,-1.546485717
89,0,0,0,3,1,1,1.1431057,1.418342178,0.715289414,1.704808082,1.247797207,1.14526244,1.414825141,0.716469603,1.635498393,1.28233258,1.092698577,1.161336745,0.615281009,1.692059707,1.152460523
90,0,0,0,3,1,1,0.60064623,-0.149247586,0.829120328,0.931803141,0.467763603,-0.938232455,-0.998466006,0.269870662,-0.016468651,-1.017636948,0.241597722,0.334463739,0.286550132,0.928104491,-0.192867682
91,0,0,0,3,1,1,0.701459984,0.51449778,0.720449402,0.504189036,0.749988789,-0.351390999,-0.979621737,-0.931192631,-0.701080392,-0.35307091,-0.689514379,0.281775547,0.409356273,-0.230319464,0.81139362
92,0,0,0,3,1,1,0.039560463,-0.732338492,0.221814643,0.463219814,-0.111761903,-0.977763458,-0.962253086,-1.795792502,-0.117322803,-0.730029623,-1.101241097,-0.247146639,0.186751026,0.097481833,-0.639246823
93,0,0,0,3,1,1,-0.337145303,-0.132768725,-1.120635997,-0.301725789,-1.102802092,-0.484862056,-0.203146286,-1.109754922,-0.315711774,-1.200482271,-0.864447736,-0.654218211,-1.983763786,-1.018077835,-1.707521662
94,0,0,0,3,1,1,-1.886660964,-1.501147543,-0.647743181,-1.726936069,-0.950936037,-0.542566987,-0.56285782,-0.567714221,-0.470767908,-1.730850669,0.065286299,0.093931691,-0.908337728,-0.160706271,-0.92002324
95,0,0,0,3,1,1,-1.664771683,-1.643131056,-1.486237538,-1.613803876,-0.680452131,-1.824432208,-0.894798265,0.250844092,-1.114056785,-0.633805341,-1.11948952,-1.379165462,-1.09001322,-0.925575546,-0.733929911
96,0,0,0,3,1,1,0.123310193,1.050651855,0.613710854,0.561187926,0.531865434,-0.105714388,-0.245847429,-0.319368602,0.025150708,0.02858808,-1.608071806,-0.084460485,-0.173323311,-0.678443683,-0.180519512
97,0,0,0,3,1,1,-1.450237765,-1.544305543,-1.233936444,-0.368410745,-1.701109248,-1.236920721,-0.412758149,-0.664784409,0.507106128,-0.777646963,-0.791254157,-0.326119976,-0.970552408,0.328428314,-1.079053854
98,0,0,0,3,1,1,-0.851306537,-1.180514376,-0.114509227,-0.102879796,-1.157799836,-1.144295056,-1.001281127,-1.517686559,0.150773792,-1.007318502,-0.21960088,-0.023250916,-0.513489348,0.59980547,-0.896581171
99,0,0,0,3,1,1,-1.437318443,-0.898333943,0.329199785,-0.456783205,-0.764824354,-1.7159894,-0.657766216,-0.050045965,-0.120066938,-0.810875577,-1.127026469,-1.344967477,-1.075265208,-0.521413667,-1.853755421
100,0,0,0,3,1,1,-0.347515664,0.062813318,-0.405962097,-0.658801676,-0.023714665,-0.581237128,-0.720994286,-1.410560418,-0.988059122,-0.219412508,-0.861674513,-0.441302409,-1.171122968,-1.044014996,-0.546797563
101,0,0,0,3,1,1,-1.338671933,-0.24881129,0.193222717,-1.711919324,-0.432504452,-0.899804605,-0.671678364,-0.262197098,-1.078210255,-0.133165471,-0.507230346,-0.116043586,0.432525903,-0.960510346,-1.169322953
102,0,0,0,3,1,1,1.217098026,1.39020873,0.734285106,1.104100425,0.597720933,1.155608121,1.129391194,0.320255991,1.064195363,0.31495795,0.831822562,1.18549575,-0.207324826,0.875732317,-0.142453143
103,0,0,0,3,1,1,0.771340167,1.425356119,0.926375894,0.625735912,1.337335163,0.116524426,0.573754411,-0.429923423,-0.001840959,1.089500934,0.198553692,0.955745031,0.799377883,0.422397685,1.208553172
104,0,0,0,3,1,1,0.843310743,0.727639084,0.358763924,0.704612401,0.089264252,0.385642456,0.214694822,-0.033587291,0.318878223,-0.261189658,0.210032742,0.322070125,-0.0963114,0.181520524,-0.317805856
105,0,0,0,3,1,1,-0.069363941,-0.235112418,0.459796071,0.63238188,0.406538284,-0.350594152,-0.438697915,0.319704472,0.563108657,-0.119596922,0.064476682,0.145821293,0.456109588,0.983704415,-0.185217737
106,0,0,0,3,1,1,0.518061784,0.85876489,0.480767731,0.59455603,0.604398211,0.961444864,0.778873236,0.752265478,0.887981946,0.875232128,0.099010563,0.621510851,0.744831802,0.525683533,0.538363048
107,0,0,0,3,1,1,0.764664893,0.586382925,0.53297615,0.691314707,0.297611901,0.936486078,0.250776918,0.093090437,0.558036949,-0.362926837,0.926201851,0.712548894,0.382998447,0.670102454,-0.40041081
108,0,0,0,3,1,1,0.164400939,0.006314824,0.046069311,0.211092632,-0.688540287,0.437731731,-0.128929382,-1.66798476,0.026597837,-1.949518253,0.600767017,0.293956728,-1.577820574,-0.114498004,-1.995467561
109,0,0,0,3,1,1,1.180075772,1.482213309,0.048223049,1.008034372,1.010683895,0.968723758,1.235864194,-0.324765041,0.834499471,0.898698195,1.241548933,1.673517016,0.540041444,1.335588942,1.169364557
110,0,0,0,3,1,1,0.131040466,0.740007022,0.681775548,0.492326828,0.439290552,0.035198221,0.392227668,0.759296957,0.74497365,0.829024905,-0.160490257,0.509577373,0.82560699,0.648798606,0.294162436
111,0,0,0,3,1,1,-0.332795161,0.157534253,0.36235322,-0.159264975,0.198350792,-0.262789129,-0.011810612,0.196656082,0.044768503,0.358819223,-0.259495955,-0.14936976,0.424164282,-0.038282667,-0.194573155
112,0,0,0,3,1,1,-0.491882225,-0.212838725,0.23722529,-0.684852353,-0.094465307,0.311117685,-0.627099211,0.36916869,-0.343078344,-0.750286089,-0.180879992,-0.558067742,-0.249621439,-0.639026676,-1.406834019
113,0,0,0,3,1,1,0.280786942,-0.190854625,0.375027409,0.782307073,0.187196977,-0.443188813,-0.385956864,0.721556433,0.450548066,0.235674548,0.091659186,-0.281464441,0.707854867,0.733623953,0.36258488
114,0,0,0,3,1,1,0.765255563,1.118223205,0.9652981,1.270016763,0.745932319,0.961696885,1.242597528,0.994777527,1.50112746,0.137442309,0.391033785,0.966387521,0.639172396,1.09058698,-0.3219384
115,0,0,0,3,1,1,-0.999323158,-0.826381818,-1.015112132,-1.32999495,-0.956063121,-0.841434926,-0.448888061,-0.5310603,-0.486966069,-0.906245571,0.831953861,0.917886916,0.426136544,0.630537133,-0.378919968
116,0,0,0,3,1,1,-1.043893054,-1.297468888,0.350403838,-0.181567034,-1.009061271,0.019452061,-0.741308533,-0.307182526,0.535072088,-2.191203124,-0.220894491,-0.444461417,-0.76657065,0.180699134,-2.003297013
117,0,0,0,3,1,1,0.977356609,0.821216683,0.885991858,0.767705807,0.787990252,1.064601088,0.781628275,0.896481919,0.91475452,0.66494541,0.867880355,1.200275282,1.037691159,1.093675586,0.666951015
118,0,0,0,3,1,1,0.576497079,0.56994833,0.548892669,0.128504436,0.332883846,-0.027420837,-0.562437458,0.550408039,-0.486109385,-0.109435466,0.311751172,-0.248233641,0.842908954,-0.193559639,0.129986831
119,0,0,0,3,1,1,0.992686852,0.093018476,-0.786780898,-0.027282736,-0.779916259,0.465240791,0.240299008,-1.130569017,-0.069802995,-1.443786361,0.490485842,0.576523682,-1.539807251,-0.137875718,-1.952296545
120,0,0,0,3,1,1,0.515096606,0.340260321,-0.040215517,0.397263841,-0.220375468,0.782501166,0.611952826,-0.114213743,0.636747064,-0.509369337,0.478016959,0.565103271,-0.301951463,0.372948242,-0.629211996
121,0,0,0,3,1,1,0.154244941,-0.478530052,-0.031772168,0.294668199,-0.774643064,0.421867458,-0.797005156,-0.985915673,0.144066117,-1.853994627,0.164674118,0.077633532,-0.747197188,0.072556114,-1.304499531
122,0,0,0,3,1,1,0.560706169,1.191117851,1.003165428,1.725407978,1.371349216,0.345515077,0.233968603,0.975074103,1.287721372,1.207347689,0.295099772,0.586751087,0.978711799,1.489454691,1.16981713
123,0,0,0,3,1,1,0.374920091,0.799678901,0.935085816,1.142701822,1.194320222,1.09253576,0.719283526,0.854265669,1.625075702,1.105130043,0.909598344,1.328713196,1.095174984,1.945645403,1.226744437
124,0,0,0,3,1,1,0.064310374,-0.031238915,-0.309221392,-1.084659902,-0.688077367,-0.109879657,-0.630672477,-0.687472392,-1.217785262,-0.953991037,-0.339794057,-0.395012794,-0.396191573,-1.378170558,-1.055706242
